panel_id,curve_id,svg_x,svg_y,t,S,stroke,dash,sw,style_key,curve_label
2,1,109.202,554.449,-20.230353476751144,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,554.449,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,679.818,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,1,173.638,680.854,-7.791628649354756,-0.75,#231f20,NA,0.146,#231f20|solid|0.146,NA
2,2,109.188,345.878,-20.233056036618045,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,125.3,345.878,-17.12279570979747,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,4,105.937,349.128,-20.860629045710255,4.487200000000016,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,5,109.188,349.128,-20.233056036618045,4.487200000000016,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,105.937,374.102,-20.860629045710255,1.9898000000000167,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,105.937,399.075,-20.860629045710255,-0.507499999999979,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,4,105.937,424.048,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,5,109.188,424.048,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,105.937,449.021,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,109.188,551.179,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,4,125.3,551.179,-17.12279570979747,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,5,105.937,554.429,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,109.188,554.429,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,105.937,579.402,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,4,105.937,604.375,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,5,105.937,629.348,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,109.188,629.348,-20.233056036618045,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,105.937,654.321,-20.860629045710255,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,141.412,345.878,-14.012535382976893,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,157.524,345.878,-10.902275056156316,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,141.412,551.179,-14.012535382976893,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,157.524,551.179,-10.902275056156316,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,173.636,345.878,-7.79201472933574,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,189.748,345.878,-4.681754402515168,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,173.636,551.179,-7.79201472933574,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,189.748,551.179,-4.681754402515168,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,205.86,345.878,-1.5714940756945879,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,221.972,345.878,1.5387662511259848,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,205.86,551.179,-1.5714940756945879,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,221.972,551.179,1.5387662511259848,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,238.084,345.878,4.6490265779465645,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,254.197,345.878,7.759479944757629,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,238.084,551.179,4.6490265779465645,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,254.197,551.179,7.759479944757629,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,270.309,345.878,10.869740271578209,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,270.309,551.179,10.869740271578209,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,2,286.421,345.878,13.980000598398782,4.8122000000000185,#231f20,NA,0.5,#231f20|solid|0.500,NA
2,3,286.421,551.179,13.980000598398782,-0.75,#231f20,NA,0.5,#231f20|solid|0.500,NA
